Komentar,Penulis,Likes,Published_at,balasan,label_judol,label_sentiment
"['cihuyyy', 'orang', 'indonesia']",@Bkp69,0,2024-09-18T13:23:32Z,,0,2
"['gg', 'bang', 'cepat']",@-1r781,0,2024-09-18T13:20:34Z,,0,2
"['the', 'is', 'indonesia']",@IrmaYanti-j1b,0,2024-09-20T23:35:54Z,,0,2
"['you', 'love', 'indonesia']",@aretaaapaya5067,1,2024-10-08T11:15:45Z,,0,2
"['depo', 'bonus', 'sikat']",@TriệuVănTriết,0,2024-09-18T14:36:58Z,,0,2
"['best', 'part']",@zafiyar,48,2024-09-18T13:35:50Z,ronaldo lmao,0,2
"['malu', 'maluin', 'jir']",@Rdtttx,1,2024-09-18T14:15:51Z,,0,2
"['its', 'not', 'strange', 'that', 'there', 'are', 'a', 'lot', 'of', 'viewers', 'the', 'population', 'is', 'at', 'the', 'level', 'of', 'in', 'the', 'world', 'but', 'its', 'amazing']",@bird3666,1,2024-09-19T03:34:42Z,,0,2
"['otw', 'trending', 'cuy']",@adillaanarcho8362,0,2024-09-19T00:01:44Z,,0,2
"['best', 'part']",@Rapitz12,0,2024-09-21T16:46:09Z,,0,2
"['best', 'country']",@EyadMSZ,0,2024-09-18T21:50:09Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@WayneLeopoldoqa,0,2024-09-18T14:31:25Z,,0,2
"['green', 'apple']",@rohaizazaidi4582,1,2024-09-19T00:19:02Z,,0,2
"['info', 'bonus', 'depo', 'sikat']",@AalaaSeif,0,2024-09-18T14:18:21Z,,0,2
"['santai', 'santai']",@SalakBerduri,0,2024-09-20T07:23:59Z,,0,2
"['this', 'is', 'the', 'live', 'audience', 'with', 'the', 'most', 'viewers', 'at', 'ishowspeed', 'congrats', 'keep', 'taking', 'care', 'of', 'yourself', 'in', 'indonesia', 'and', 'welcome']",@deltapsh,2,2024-09-20T09:02:38Z,,0,2
"['kasih', 'jalan', 'bro', 'kasi']",@piyalovess4356,1,2024-09-19T12:18:13Z,,0,2
"['en', 'mxico', 'si', 'te', 'permiten', 'grabar', 'speed', 'deberas', 'venir']",@glock23flores10,1,2024-09-18T20:51:35Z,,0,2
"['letss', 'gooo', 'm', 'likess']",@rafliraihan1099,0,2024-09-18T22:41:20Z,,0,2
['m'],@bociltv3202,1,2024-09-19T10:19:23Z,,0,2
"['iloveee', 'speed']",@elicianad6037,0,2024-09-21T04:43:25Z,,0,2
['indonesian'],@qisyamaisara4989,0,2024-09-18T13:37:39Z,,0,2
"['tht', 'batik', 'form', 'malaysia', 'done', 'claim', 'ishowspeed', 'at', 'malaysia', 'one', 'person', 'at', 'indonesia', 'see', 'live', 'video', 'than', 'claim', 'batik', 'malaysia', 'is', 'indonesia', 'batikwhy', 'indonesia', 'people', 'like', 'thtsuka', 'claim', 'barang', 'malaysia', 'barang', 'indonesia']",@NazirulSyazwan-t7i,0,2024-09-19T03:48:50Z,what you kidding bro batik from malaysia so much history batik from indonesia bro even unesco claim batik from indonesia are you joke,0,1
"['most', 'popular', 'video', 'in', 'speed', 'channel', 'in', 'day', 'omg', 'w', 'indonesia']",@06_ziedansahputra83,2,2024-09-19T08:50:45Z,,0,2
"['bro', 'pulled', 'it']",@FarrenCartooneseAnimator45,0,2024-09-21T04:27:02Z,,0,2
"['manteepp', 'bnyak', 'bnget', 'bonus', 'minggu', 'emg', 'top', 'kali', 'nih']",@hafizbengsin-j9x,0,2024-09-24T05:23:14Z,,0,2
['awokawok'],@SREPET_ANIMASI,3,2024-09-19T10:51:31Z,,0,2
"['anjrit', 'ingus']",@gusmer7731,0,2024-09-18T16:24:11Z,,0,2
"['neng', 'koe', 'nang', 'indo']",@izzandolanan8181,0,2024-09-20T22:37:09Z,,0,2
"['lmao', 'the', 'stream', 'lagging', 'when', 'he', 'entered', 'the', 'crowd']",@onyon1360,0,2024-09-18T14:00:45Z,,0,2
['w'],@Austin25791,0,2024-09-18T13:22:07Z,,0,2
"['anjir', 'dah', 'juta', 'ajaa']",@RusmilaUmami,0,2024-09-18T13:33:42Z,,0,2
"['ayo', 'netigen', 'indonesia', 'ramekan']",@Kabanjahe-o6f,1,2024-09-18T19:24:42Z,,0,2
"['welcome', 'to', 'indonesia', 'broo']",@rekiaprizona,0,2024-09-18T15:33:35Z,,0,2
"['whore', 'house', 'honestly', 'brev']",@stevendalloesingh,0,2024-09-18T18:38:41Z,,0,2
"['norak', 'lu', 'ga', 'tenang', 'i', 'show', 'speednya', 'anj']",@rahmathidayatmudassir1572,0,2024-09-18T14:16:59Z,"biarin aja di blacklist kayak vietnam sm filipin milkymatchakyknya indo ga sampe di blacklist, secara peak viewers indonesia satu satunya negara yang bisa mecahin sejarah di streamingnya speed, doi udah banyak irl ri  negara gak ada yang hyped kyk indonesia gak mungkin di blacklist, indonesia bakal diingat sama speed sampe kapanpun myneztic ketolong views kalo gaada views yakin early streaming secara org pd norak dan sok asik",0,1
"['udah', 'populer', 'live', 'nya', 'ishospeedpaling', 'tonton', 'kalah', 'irl', 'final', 'world', 'cup']",@TafkaHeim,88,2024-09-20T05:19:35Z,"view ronaldo aja kalah ya wkwk biasa aja, sering terjadi kalo di indonesia doktrinboydulu yg live dedy corbuzier catur dewa kipas juga tembus jt sullivan  udah ga aneh kalo di indonesia",0,2
"['w', 'indonesia']",@sweetcattoncandy,0,2024-09-18T17:04:32Z,,0,2
"['now', 'what', 'is', 'left', 'is', 'signapore']",@othamnebenider2520,0,2024-09-18T18:40:43Z,,0,2
"['jt', 'view']",@muhammadsolehudin8118,0,2024-09-19T09:30:11Z,,1,2
"['congrats', 'for', 'm', 'views', 'speed']",@QuallyQually,0,2024-09-19T07:23:43Z,,0,2
"['actualmente', 'ms', 'grande', 'mundo', 'speed']",@JC-oc5nv,0,2024-09-18T14:56:57Z,,0,2
"['guaa', 'ngakakkkkk']",@harsyabharizkypradhista5143,0,2024-09-18T14:30:37Z,,0,2
['speeeeedddddddddddd'],@ujuheru,0,2024-09-18T23:34:26Z,,0,2
"['biggest', 'bots', 'stream', 'ever', 'mill', 'views', 'and', 'didnt', 'even', 'cross', 'mill', 'likes', 'and', 'k', 'comments', 'should', 'have', 'also', 'spend', 'money', 'on', 'comments', 'speed', 'didnt', 'have', 'any', 'clue', 'about', 'this', 'he', 'just', 'cant', 'digest', 'what', 'just', 'happened']",@powershuttler4498,0,2024-09-19T05:57:04Z,,0,2
"['hose', 'to', 'like', 'him', 'indonesia', 'and', 'i', 'love', 'indonesia', 'and', 'im', 'from', 'indonesiathank', 'you', 'ishow', 'speed', 'to', 'welcome', 'indonesia', 'jakartavery', 'clean', 'and', 'thank', 'you', 'so', 'much']",@KevVan2415,1,2024-09-18T13:24:13Z,,0,2
"['depo', 'bonus', 'sikat']",@MurdockHiếuHoài,0,2024-09-18T14:21:39Z,,0,2
"['minggir', 'lu', 'miskin']",@ungkapanrasa45,1,2024-09-23T07:13:44Z,,0,2
"['remember', 'we', 'the', 'king', 'indo']",@rocks7812,0,2024-09-19T04:33:14Z,,0,2
"['gg', 'anjirrr']",@xyx37,1,2024-09-18T13:20:53Z,,0,2
"['speed', 'can', 'u', 'visit', 'na', 'cuci', 'motor', 'kabupaten', 'cirebon', 'indonesia']",@vveirdman,0,2024-09-19T03:48:15Z,,0,2
"['when', 'you', 'want', 'to', 'end', 'the', 'stream', 'go', 'to', 'batu', 'city']",@thnksgiving,0,2024-09-19T09:22:25Z,,0,2
"['w', 'stream']",@yesiam777,1,2024-09-18T13:21:13Z,,0,2
"['bg', 'arapppppp', 'dnggg']",@mhdhidayat7597,1,2024-09-18T14:08:54Z,pentil offside moment,0,2
"['suster', 'ngesotnya', 'jdi', 'birah']",@jibanjr1047,0,2024-09-19T08:37:52Z,,0,2
"['i', 'hope', 'ishowspeed', 'to', 'bal', 'is', 'a', 'recommendation', 'because', 'the', 'culture', 'there', 'is', 'very', 'good', 'and', 'the', 'place', 'is', 'beautiful']",@Exp-sv6dk,0,2024-09-19T03:52:33Z,,0,2
"['sayang', 'banget', 'adek', 'nya', 'takut', 'sempat', 'jarang', 'ajak', 'speed', 'masuk', 'rumah', 'hantu', 'klo', 'ngak', 'adek', 'nya', 'pamerin', 'vidionya', 'teman', 'sekolah', 'nya', 'its', 'a', 'shame', 'that', 'his', 'little', 'brother', 'is', 'scared', 'even', 'though', 'he', 'has', 'the', 'rare', 'opportunity', 'to', 'invite', 'him', 'to', 'enter', 'a', 'haunted', 'house', 'otherwise', 'his', 'little', 'brother', 'can', 'show', 'off', 'the', 'video', 'to', 'his', 'school', 'friends']",@bangbillah788,4,2024-09-23T06:37:44Z,,0,2
['hello'],,0,2024-09-18T13:20:36Z,,0,2
"['gara', 'orang', 'yg', 'patuh', 'speed', 'nikmat', 'indonesia', 'milu', 'gara', 'gara', 'coba', 'kalo', 'dengar', 'patuh', 'speed', 'streaming', 'jalan', 'lancar', 'speed', 'nikmat', 'indonesia']",@OuwYEAHOuwYEAH,4,2024-09-18T17:19:27Z,"setuju bg, kesan nya kek norak org yg nutupin jalan wkwk ya mau gimana lagi smoga aja speed ke bali dan aman tidak sprti ini salah tempat banyak jamet el fomo lu aja bang yg dateng bawa kamera bawa bodyguard gue jamin ga akan pada begitu yoi padahal di jakarta banyak hal unik kek bajaj, angkot, ondel ondel dan beragam lainnya maaf ya liat orang  pengen maki  anj padahal udah banyak yang warning jangan ke jakarta wkwkkwwk nekat si speed yg lucu dari speed ekspresinya, jalan sebentar rusuh jalan sebentar rusuh, gabisa nikmatinnya, ini norak bat sumpahh kasian speed nya iya kebanyakan orang norak padahal ini kesempatan yg bagus untuk memperlihatkan dan mempromosikan kota jakarta, memperlihatkan speed interaksi sama orang jakarta, harusnya biarkan dia jalan walking around, biarkan dia interaksi sama warga, jangan dikerumuni, jangan ditutup jalannya dan jangan teriak, speed sudah bilang move minggir, relax, santai yg benar harusnya bilang tenang bukan santai untuk arti dari relax, tapi tidak berpengaruh, sangat disayangkan ya gimana jamet jakarta gk bisa bahasa inggris macam mana menurutku gpp yg penting gada yg bikin ni orang cidera lagian speed emg sengaja nyari tempat rame biar di kerubuni yah karna dia ke jakarta
coba aja dia ke daerah lain di indonesia misalnya bali, gk bakalan jadi kek gitu 
mending speed ke tempat wisata di indo dri pada stay di jakarta kebanyakan norak pansos up up kalo sepi mah ke bali aja kampungan  banyak orang fomo, aslinya banyak tuh orang yg gatau speed itu siapa king indonesia bayuariandi bali pasti aman soalnya bukan kaya jakarta, bali cuma sedikit paling bule bule sebagian michiko ga ke jakarta juga tetep aja bro org indo tuh norak  fomo kaceangorang orang pada knp si , di kira keren kali sampe segitu nya padahal kita yg liat aja jiji granzobuat rusuh ga tau malu fajarravenmikir dikit lah dia itu mau liat orang asli indo budaya indo bukan orang orang bule lagi, ya memang orang orang nya malah ga mau dengerin speed pada fomo mau keliatan keren didepan kamera padahal mah memalukan purnamaridlosyabanispeed mau menikmati indonesia bukan nyari kerusuhan, ketauan nih fomonya lu pikir speed selalu gimmick kah purnamaridlosyabaniyang rusuh kaya gitu bikin malu doang orang norak, kampungan, cringe, caper purnamaridlosyabanigppa gimna, speed jdi ga bisa nikmatin kearifan lokal indo krena rusuh, dia smpe badmood gitu itu aslinya gw yakin bnyk yg fomo doang rezahusein trus maunya gimana ya org fomo di jakartanya aja begitu, syukirn aja ni  speed ga luka, dia juga masih enjoy kok diakhir umaypratama pastilah ada yg fomo,,,trus gimana mau apa lagian dah di saranin jgn kejakarta juga kalo gada yg fomo sepi streamnya udah terjadi syukuri positifnya aja bangh purnamaridlosyabani ini pasti orang yg ngejar sambil teriak kek org gila afrindo gw org solo nyimak,,, ngapain gada kerjaan ngejar begituan mending gw ke pengajian purnamaridlosyabani fomo klo tertib dan ikutin aturan security mah gppa, ini udh lah fomo rusuh lagi, hrusnya konten speed bisa jdi salah satu tmpat promosi budaya indo, bnyk kok negara lain yg santai kek poland, artinya negara kita msih blum civilized umaypratama memang fomonya negara ini begitu coba meyuarakan bukan cuman disini tapi ada yg ikut serta kesana ,,, tertibkan tuh manusia fomo  karena ngomong doang disini g bakal ngaruh ke mereka kesannya kita cuman ngeluh buat diri sendiri selesai purnamaridlosyabani ngaruh lah, siapa tau ntar manusiamanusia itu baca komen ini wkwk lagian mau nertibin gimna manusia sbanyak itu klo ga manusianya sndiri yg mau berubah umaypratama ya emang hrus dari diri sendiri,,,  manusia tipe kaya gitu gimna sadarnya pasti keras kepala,,, butuh pemicu yg lebih buat ngerubah prilaku mereka,, makanya harus ada yg tertibin dulu syukur ada cellos dan kawan yg ngebantu 

klo masih beda pendapat udahan aja diskusinya bangh,,, diserang zombie fomo indrisulastriabsyeah bro masalahnya pada gak bisa bahasa inggris awkwkwk kebanyakan irl stream speed memang chaos bang, cuman sedikit negara yang tentram iya bang iyaaaa, gausah nyampah juga themoonisbeautiful iya bg, gua sengaja komen berulang supaya mereka gk seperti itu, biar speed bebas, nyaman dan senang di indo ouwyeahouwyeah semoga kalo beneran ke bali, aman yaa",0,1
"['gelo', 'brok']",@riots.21,0,2024-09-20T05:31:19Z,bocil bordog,0,0
"['million', 'like']",@Vstar55555,0,2024-09-25T07:14:53Z,,0,2
"['milli', 'views', 'in', 'one', 'hour', 'is', 'insane']",@GamerKing-mu4co,1,2024-09-18T14:19:18Z,,0,2
"['ya', 'selesai']",@CikkiCakka,0,2024-09-18T13:20:42Z,,0,2
"['ishowspeed', 'pls', 'go', 'to', 'palembang']",@FighterBlaze_x,1,2024-09-18T13:21:13Z,,0,2
"['w', 'indonesia']",@rezaghifary7794,0,2024-09-18T13:31:12Z,,0,2
"['did', 'he', 'give', 'next', 'country', 'hint']",@typicalzero1391,0,2024-09-18T13:36:03Z,,0,2
['gilaaa'],@JoisVHD,0,2024-09-18T15:25:52Z,,0,2
"['see', 'you', 'in', 'bal']",@NurAliefMudzainakmal-w6e,0,2024-09-18T13:20:31Z,,0,2
"['holy', 'shit', 'w', 'indonesia']",@ARMAGEDDONHASBEGUN,4,2024-09-19T05:07:26Z,,0,2
['f'],@cr3epgods747,1,2024-09-19T18:59:10Z,s a w,0,2
"['today', 'my', 'birthday']",@PamelaChatman-eb6tr,0,2024-09-26T11:02:15Z,,0,2
"['he', 'gained', 'mil', 'subs', 'in', 'day']",@NurmaBP,1,2024-09-19T11:51:42Z,,0,2
"['moga', 'nggak', 'ketemu', 'mulyono']",@openkmo804,0,2024-09-18T19:19:07Z,,0,2
"['speed', 'indonesia']",@IlmaSilka,1,2024-09-18T16:38:50Z,,0,2
"['amazing', 'indonesia']",@farizhusaeni-vv2lt,0,2024-09-18T21:22:33Z,,0,2
"['he', 'must', 'saw', 'the', 'previous', 'live']",@saverocool8510,3,2024-09-23T10:03:47Z,,0,2
"['this', 'nigga', 'too', 'horny']",@LIVE2.0623,0,2024-09-18T13:54:35Z,,0,2
"['m', 'de', 'views', 'is', 'crazy']",@JohanTorres0,0,2024-09-18T17:29:41Z,,0,2
"['mantan', 'akang', 'mv', 'ya']",@rmtsaqif,1,2024-09-19T09:15:43Z,halo,0,2
"['i', 'show', 'speed', 'come', 'to', 'guam']",@EljaeSoichy,0,2024-10-07T22:21:28Z,,0,2
"['damn', 'both', 'the', 'fucking', 'crazy', 'people']",@ajikalacakra6575,0,2024-09-18T18:32:45Z,big melons bro,0,2
"['daddys', 'guyo']",@Foxy_countryball,2,2024-09-21T14:29:53Z,,0,2
"['liat', 'titit', 'ronaldo']",@hveamvilov9403,2,2024-09-20T08:13:50Z,,0,2
"['i', 'wan', 'na', 'thank', 'you', 'for', 'visting', 'my', 'country', 'indonesia', 'man', 'i', 'appreact', 'it', 'this', 'was', 'biggest', 'stream', 'ever', 'heard']",@MNHOfficiaI,0,2024-09-18T13:21:22Z,,0,2
"['king', 'indo', 'number', 'remember', 'that']",@felixayden,1,2024-09-18T16:33:44Z,,0,2
"['you', 'know', 'long', 'good', 'crying', 'sessions', 'can', 'often', 'make', 'you', 'feel', 'better', 'even', 'if', 'your', 'circumstances', 'dont', 'change', 'one', 'bit']",@SobatRileks,0,2024-09-18T22:29:58Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@RobertaJomes,0,2024-09-18T14:40:53Z,,0,2
"['this', 'is', 'indo', 'bra', 'v']",@DurotanMl,0,2024-09-18T17:20:33Z,l indon,0,2
"['go', 'to']",@kingyasmanyDuval,0,2024-09-19T02:55:44Z,,0,2
"['henry', 'the', 'ghost']",@dcxith,10,2024-09-19T09:02:37Z,,0,2
"['thank', 'you', 'for', 'visit', 'our', 'country']",@KenzoA.F-im1xm,0,2024-09-19T06:19:57Z,,0,2
"['thank', 'u', 'speed', 'for', 'visiting', 'indonesia']",@AdinsFamily,0,2024-09-18T16:55:45Z,,0,2
"['plz', 'go', 'to', 'mongolia', 'ishowspeed']",@zolmaralerdenebat813,0,2024-09-19T11:08:45Z,,0,2
"['hahaha', 'speeds', 'ketawa', 'in', 'hantu', 'setan', 'indop', 'yg', 'bodoh', 'begok', 'tau', 'iq', 'org']",@abahhhkauuuu,0,2024-09-18T15:02:03Z,,0,2
"['go', 'to', 'bal', 'bro']",@Pemayun23,0,2024-09-18T19:11:26Z,,0,2
"['w', 'indo']",@Jus7f0rFuN-lf4sf,0,2024-09-18T15:33:34Z,,0,2
"['yg', 'ngikutin', 'pake', 'motor', 'sumpah', 'alayyyyy']",@nineseven537,0,2024-09-18T22:36:07Z,,0,2
"['thank', 'you', 'for', 'coming', 'el', 'cepat']",@rohy9885,1,2024-09-19T06:41:51Z,,0,2
"['bodyguard', 'nya', 'si', 'sepedd', 'sih', 'kasi', 'kecapeaan']",@selesai.,4,2024-09-19T06:48:19Z,,0,2
"['street', 'meat']",@Fleshlight_Reviewer,0,2024-09-19T09:50:04Z,,0,2
"['asli', 'dah', 'jam', 'enak', 'banget', 'jam', 'udah', 'rusuh', 'parah']",@KlNGMLBB,1,2024-09-19T08:36:57Z,,0,2
['anjay'],@IgoKairi,0,2024-09-19T00:03:07Z,,0,2
"['this', 'is', 'crazy', 'man']",@rezatkg9056,1,2024-09-18T15:52:50Z,,0,2
"['mantap', 'bang']",@Hildayulia-e7v,0,2024-09-18T13:53:57Z,,0,2
['ok'],@ianalfiansyah416,0,2024-09-18T14:52:00Z,,0,2
"['and', 'now', 'it', 'became', 'his', 'most', 'view', 'live', 'stream', 'with', 'the', 'highest', 'views']",@SuseyHG,1,2024-09-19T06:14:13Z,,0,2
"['batik', 'from', 'indonesian', 'bronot', 'malaysian']",@alanpramudya1653,0,2024-09-19T07:43:56Z,,0,2
"['waw', 'rekor', 'jt', 'cuk']",@amintohani4609,0,2024-09-19T05:36:17Z,,0,2
"['yall', 'didnt', 'know', 'you', 'could', 'double', 'tap', 'this', 'comment', 'and', 'triple', 'tap', 'it', 'to', 'reply']",@johnn7156,1,2024-09-18T13:23:44Z,,0,2
"['go', 'to', 'bal', 'bro']",@Ikdcndra16,2,2024-09-19T11:25:22Z,,0,2
"['broo', 'broke', 'the', 'mic']",@Asepygsigma,0,2024-09-19T12:58:48Z,,0,2
"['untung', 'ad', 'reza', 'arap']",@muhammadannas484,0,2024-09-19T00:06:08Z,,0,2
"['m', 'and', 'm', 'like', 'one', 'day']",@aaa444aaaa,2,2024-09-19T12:05:53Z,,0,2
"['bal', 'is', 'so', 'many', 'foreigners', 'bro', 'jakarta', 'is', 'real', 'locals']",@onlyhuman1625,0,2024-09-18T15:02:55Z,yg disono bocah fomo kagal ngerti inggris mana paham mereka,0,0
"['thanks', 'speed']",@LanaLana-sw5gm,0,2024-09-18T13:20:10Z,,0,2
"['gadanggggggg', 'sheeeessshh']",@fharellxyshc939,0,2024-09-18T13:55:00Z,,0,2
"['like', 'bang']",@stivencharles46,0,2024-09-18T15:36:07Z,,0,2
"['indonesia', 'ngab', 'speed']",@imbanynur,2,2024-09-18T13:57:39Z,,0,2
"['we', 'broke', 'the', 'record', 'and', 'some', 'of', 'his', 'equipment']",@muhammadrizqinurahman8727,0,2024-09-18T13:23:55Z,,0,2
"['for', 'your', 'information', 'calm', 'in', 'indonesia', 'is', 'kalem']",@Bennettorlandoo.,0,2024-09-18T13:31:31Z,,0,2
"['nya', 'fomo']",@Hiddenname-p5q,0,2024-09-21T23:37:17Z,gpp bang fomo tapi bisa mecahin rekor livenya speed  view streaming terbanyak di channel speed,0,1
"['you', 'brooooooooo', 'is', 'coollllllll']",@tamagggemingcenel8779,0,2024-09-19T12:39:48Z,,0,2
"['first', 'mid', 'end', 'ronaldo', 'dck', 'nami']",@RealityWorId,0,2024-09-26T17:07:16Z,,0,2
"['im', 'from', 'indonesia']",@tjoalily,0,2024-11-12T09:40:04Z,,0,2
"['cewekk', 'nya', 'yg', 'nyanyi', 'duet', 'akustik', 'tololl', 'nerves', 'gajelasss', 'gak', 'asik', 'lagu', 'melow']",@just4thelastime133,1,2024-09-18T21:04:05Z,,0,2
"['banyak', 'orang', 'fomo', 'anjir', 'ketimbang', 'bener', 'bener', 'ngefans', 'sumpah', 'malu', 'maluin', 'tonton', 'sampe', 'juta', 'kali', 'dunia']",@officialkreasitvid,2,2024-09-22T14:24:22Z,,0,2
['hhhhhh'],@sugengwahyudi1906,0,2024-09-23T13:14:13Z,,0,2
"['absen', 'orang', 'cepat']",@Black-qz9yo,2,2024-09-18T13:20:07Z,,0,2
"['sabar', 'kang', 'reza', 'arab', 'kasep', 'pis', 'transletor', 'cek', 'kodam']",@aryfffitriyanto8836,0,2024-09-19T02:31:58Z,,0,2
"['love', 'u', 'speed', 'w', 'my', 'country', 'congrats', 'for', 'u']",@rzkiaap_,1,2024-09-18T21:25:39Z,,0,2
"['million', 'view', 'bruh', 'you', 'best', 'speed', 'another', 'live', 'just', 'million', 'but', 'indonesia', 'million', 'fcking', 'view']",@MAS_FAHMY-jp,1,2024-09-19T12:18:52Z,,0,2
"['gak', 'sopan', 'norak']",@teujjang,5,2024-09-18T20:35:25Z,"it happens in every country he visited santai aja kali, nikmatin streamnya gk ngerugiin lu jga kan bukan ga sopan anying itu lagian itu rame speed juga ngerti ngetod lu anying norak hiduplu ga guna dia ga mau masuk frame bang dia malah jadi pahlawan di balik layar dia banyak nyiapin hal ke si speed banyak bantu speed, dia gak cari muka, tour guide terbaik gtw si tapi kalo ada kpop korea cewe indo pada norak semua mana suaranya fr",0,1
"['green', 'apple']",@hgrt9751,1,2024-09-18T13:54:30Z,,0,2
"['jujur', 'gw', 'kali', 'menang', 'main', 'slot', 'makasih', 'bnget']",@JelitaIvana,0,2024-09-24T09:59:21Z,,0,2
"['pls', 'come', 'to', 'bandung']",@LarasAdithaDewi,0,2024-09-18T23:15:12Z,,0,2
"['always', 'ends', 'with', 'a', 'green', 'apple']",@rifqiseptiawan88,0,2024-09-18T13:25:41Z,,0,2
"['zombies', 'boxing', 'other', 'girls', 'nami', 'san']",@ARISE........................1,0,2024-09-18T13:35:37Z,,0,2
"['we', 'got', 'm', 'like', 'for', 'this', 'video']",@ryukikurokamich.8092,2,2024-09-19T11:02:17Z,,0,2
"['mantap', 'speed']",@idewamadecetan6743,0,2024-09-18T13:21:43Z,,0,2
"['perfect', 'closing']",@GembulSensei-f3d,0,2024-09-19T14:25:19Z,,0,2
"['ga', 'nyangka', 'situs', 'gahar', 'kkalian', 'yg', 'penasaran', 'ketik', 'aja', 'google', 'keyword']",@EmbiwRasaBalado-v1l,0,2024-09-24T05:11:50Z,,0,2
"['trending', 'on', 'youtube', 'omg']",@bimo.688,2,2024-09-19T12:15:39Z,,0,2
"['batik', 'is', 'from', 'indonesia', 'fr']",@PatzGans23,1,2024-09-18T15:58:51Z,,0,2
"['kntol', 'speed', 'bner', 'muak', 'ae', 'ngesangka', 'lgi', 'gimik', 'klo', 'oknum', 'liat', 'komen', 'gw', 'jan', 'kek', 'lgi', 'nonton', 'konser', 'yg', 'rusuh', 'tolol', 'gw', 'tau', 'lu', 'suka', 'nghina', 'jatim', 'tpi', 'mlah', 'ngerusuh', 'maluin', 'anjg']",@zeeykyoto5076,4,2024-09-18T17:01:17Z,,0,2
"['bro', 'shud', 'come', 'to', 'india', 'now', 'he', 'will', 'break', 'all', 'these', 'records', 'and', 'set', 'a', 'record', 'which', 'wont', 'break', 'in', 'years']",@tomtejus7765,0,2024-09-20T18:07:52Z,,0,2
"['w', 'indonesia']",@SpaceRebel,0,2024-09-18T13:24:00Z,,0,2
"['gue', 'malu', 'anjing']",@Fly395,0,2024-09-18T16:38:52Z,,0,2
['w'],@kenzm.datunsolang8731,0,2024-09-18T13:19:51Z,,0,2
"['man', 'that', 'part', 'really', 'banged', 'by', 'head', 'so', 'hard', 'speed', 'was', 'making', 'the', 'most', 'fire', 'beat', 'in', 'indo', 'irl', 'stream', 'bruh']",@avegailjoygalapon4428,3,2024-10-26T11:42:29Z,,0,2
"['m', 'views', 'in', 'live', 'and', 'k', 'subs', 'in', 'hours', 'indonesia', 'crazyy', 'merdekaa']",@BLACKJACK.Official21,1,2024-09-18T23:12:40Z,,0,2
['hi'],@Popgirlcute1234,0,2024-09-18T13:20:13Z,,0,2
"['drone', 'above']",@satriabintangnaufal1141,0,2024-09-19T10:38:32Z,,0,2
['trending'],@amorajudith8064,2,2024-09-19T06:17:34Z,,0,2
"['situs', 'pilih', 'slotter', 'maniaa']",@Imron-n5n,0,2024-09-24T08:51:51Z,,0,2
"['the', 'half', 'nigerian', 'half', 'indonesian']",@Imraann0,0,2024-09-18T13:20:52Z,,0,2
"['yo', 'indonesia', 'make', 'it']",@kodfren663,1,2024-09-18T13:35:01Z,,0,2
"['amazing', 'country', 'bro']",@NoVel-ru7xr,0,2024-09-23T01:40:28Z,,0,2
"['thank', 'you', 'speed', 'for', 'coming', 'to', 'indonesia', 'even', 'though', 'its', 'chaotic', 'i', 'hope', 'you', 'enjoy', 'the', 'achievement', 'of', 'million', 'viewers', 'thank', 'you', 'speed', 'when', 'will', 'you', 'come', 'to', 'indonesia', 'again']",@HerlambangSaputra.W,2,2024-09-18T14:05:42Z,,0,2
"['indonesia', 'raya']",@shamceyglofecarvajal8250,0,2024-09-18T13:26:30Z,,0,2
"['amazing', 'live', 'bro']",@bolokeproks,0,2024-09-19T01:31:46Z,,0,2
"['million', 'views', 'v']",@VanzAJH,0,2024-09-18T22:13:31Z,,0,2
"['aisospid', 'sui']",@Raihan-o8n,0,2024-09-19T02:35:57Z,,0,2
"['trending', 'biar', 'masak', 'tuan', 'cepat']",@efrivernando5780,0,2024-09-19T08:13:39Z,,0,2
"['orang', 'sih', 'youtuber', 'as', 'kah']",@sittirastiyah194,0,2024-09-18T13:46:20Z,ih kuno bgt g tau,0,0
"['the', 'happiest', 'part', 'for', 'speed']",@Sylphse,227,2024-09-18T17:03:46Z,"datang nomi langsung ngaceng si kecepatan dont translate
     , who wouldnt be because he got neuron activated nami welcome to kumuh land infj dari pada klaim klaim infj here booboo
lemme gib u attention falevicraft  ya indonesia sering klaim budaya melayu

indonesia anak prindavan",0,0
"['indonesians', 'are', 'like', 'that', 'if', 'there', 'are', 'foreign', 'tourists', 'there', 'will', 'immediately', 'be', 'chaos']",@M.ridhoyoesmanAli,0,2024-09-20T15:09:42Z,,0,2
"['bro', 'go', 'to', 'china']",@FactBoytilak,1,2024-09-19T06:33:23Z,,0,2
"['in', 'indonesia', 'it', 'is', 'famous', 'for', 'traditional', 'and', 'tasty', 'food', 'but', 'politeness', 'in', 'indonesia', 'is', 'not', 'good']",@22FQHBRK,0,2024-09-19T09:30:01Z,puqy,0,0
"['go', 'to', 'perth', 'australia']",@MaxFong-v7s,1,2024-09-18T14:53:03Z,,0,2
"['name', 'of', 'the', 'muscular', 'lady']",@FineMickey-o1n,0,2024-09-21T08:57:34Z,,0,2
