Komentar,Penulis,Likes,Published_at,balasan,label_judol,label_sentiment
"['w', 'speed']",@xxvgoushin3954,0,2024-09-18T13:24:20Z,,0,2
"['green', 'apple']",@fireplayz7503,0,2024-09-18T13:19:48Z,,0,2
"['w', 'stream']",@ratnakencana4304,0,2024-09-18T13:19:49Z,,0,2
"['trending', 'in', 'indonesia']",@BioriLangka-pn9nf,0,2024-09-19T09:06:50Z,,0,2
"['hi', 'ishowspeed', 'im', 'from', 'indonesia']",@playerFFgamaing,0,2024-09-19T13:20:22Z,,0,2
"['come', 'to', 'medy', 'renaldy', 'house']",@joviarkananta5515,0,2024-09-18T14:43:27Z,,0,2
"['i', 'saw', 'that', 'exact', 'horror', 'house', 'near', 'museums']",@FormallyKnownedAsKardboard,1,2024-09-25T07:03:19Z,,0,2
['speddd'],@tiqnaling2612,1,2024-09-18T17:06:15Z,,0,2
"['the', 'largest', 'audience', 'is', 'in', 'indonesia']",@AangDoclo,1,2024-09-18T19:46:31Z,,0,2
"['wtf', 'm', 'live', 'viewer', 'before', 'gta']",@Mr.Poster7,0,2024-09-18T18:23:07Z,,0,2
"['gokil', 'm', 'view', 'men', 'indonesia']",@sandrakunardi9031,0,2024-09-20T10:12:48Z,,0,2
"['good', 'boy']",@TianaKatherine,0,2024-09-20T10:10:03Z,,0,2
"['messi', 'better', 'messi', 'better']",@rehanxd557,6,2024-09-19T01:15:23Z,,0,2
"['cpr', 'donk']",@christi13,0,2024-09-20T15:28:10Z,,0,2
"['welcome', 'to', 'indonesia']",@ranggadityadarmawan9323,0,2024-09-18T21:22:10Z,,0,2
"['hey', 'bro', 'you', 'try', 'to', 'say', 'anjing', 'is', 'dog']",@AisyahAis-h4f,1,2024-09-23T14:31:24Z,,0,2
"['atleast', 'we', 'indonesian', 'acknowledge', 'all', 'of', 'the', 'ppl', 'in', 'the', 'stream', 'is', 'our', 'people', 'no', 'matter', 'how', 'they', 'act', 'not', 'like', 'some', 'random', 'l', 'country', 'who', 'threw', 'the', 'so', 'called', 'foreign', 'ppl', 'under', 'the', 'bus', 'like', 'theyre', 'not', 'part', 'of', 'themselves', 'and', 'yknow', 'what', 'we', 'did', 'better', 'we', 'got', 'nami', 'lets', 'gooo', 'that', 'shii', 'is', 'haawwt']",@Alpezzsuga,1,2024-09-19T13:20:32Z,,0,2
"['speed', 'had', 'just', 'become', 'the', 'pope', 'for', 'a', 'while']",@ajiekowski,13,2024-09-18T13:30:42Z,,0,2
"['ishowspeed', 'when', 'are', 'you', 'going', 'to', 'bal']",@rifaiahmad8681,0,2024-09-19T12:06:22Z,,0,2
"['that', 'man', 'said', 'dont', 'touch', 'the', 'ghost', 'but', 'speed', 'carries', 'them']",@ellerinasofia,1,2024-11-27T16:36:05Z,,0,2
"['yaa', 'zoro', 'is', 'bestt', 'fck', 'shit', 'sanji']",@abimaputra3019,0,2024-09-18T20:32:09Z,,0,2
"['this', 'is', 'the', 'most', 'viral', 'video', 'in', 'speeds', 'channel', 'beaten', 'france', 'vs', 'argentina', 'live']",@MrDeRexOfficial,0,2024-10-21T07:17:53Z,,0,2
"['batik', 'from', 'indonesia', 'boy']",@lekrecord8311,0,2024-09-18T15:14:13Z,,0,2
"['go', 'to', 'bal', 'speeeeeed']",@Madekes,9,2024-09-19T02:55:16Z,coming soon btw beneran ke bali dia bang madekes gw tau dri org dalam tadi pagi dia udh naik pesawat otw bali samperin dia ke bali bg madekes tadi sekitaran jam  atau jam berapa gt dia udh naik pesawat sama yb reza arap mungkin aja sekarang dia udh di bali tapi masih istirahat bli,0,2
"['next', 'city', 'please', 'go', 'to', 'the', 'hero', 'city', 'surabaya', 'and', 'to', 'the', 'flower', 'city', 'bandung']",@samnymlbb8876,2,2024-09-19T04:02:16Z,"dia akan ke bali dan ntt tempat dimana ada komodo yzadarknes bagus kalo ke bali , semoga ke canggu atau kute , aku tinggal di canggu soalnya samnymlbb sudah nyampe ke bali kk yzadarknes iya baru lihat di ignya samnymlbb oiya karena speed cuma  hari di indonesia ke ntt komodo gk jadi pas itu speed akan ke indonesia hari  tempat daerah",0,2
"['million', 'stream']",@panji618,0,2024-09-18T13:25:02Z,,0,2
"['its', 'crazy']",@GilangAgee,0,2024-09-20T18:44:16Z,,0,2
"['nami', 'is', 'onnn', 'fireeeeeee', 'she', 'damb', 'gooooodd']",@YogaAanggapratama,0,2024-09-18T17:01:25Z,,0,2
"['netizen', 'indo', 'ga', 'obat', 'auto', 'trending', 'speed', 'indonesia']",@Santaiiii-15,0,2024-09-19T08:51:24Z,,0,2
['httpsyoutuberiwsjsalewsikdqffkbepijj'],@guwapjaxk,0,2024-09-20T09:03:55Z,,0,2
"['indonesia', 'tur', 'for', 'papua', 'your', 'ready', 'speddd']",@yukino6630,0,2024-09-18T15:02:43Z,you dont know,0,2
['nami'],@Ryuwakk99,0,2024-09-19T08:50:41Z,,0,2
"['speed', 'come', 'to', 'bandung', 'indonesia']",@AsepStrawberry05,0,2024-09-18T14:43:39Z,,0,2
['indonesia'],@FauzyMubarok,0,2024-09-18T14:38:26Z,,0,2
"['whats', 'the', 'bamboo', 'instrument', 'tool', 'name']",@abdoucreed,0,2024-09-18T22:47:13Z,its angklung angklung bro thanks guys,0,1
"['w', 'indonesia']",@farhanphd,1,2024-09-18T14:00:08Z,,0,2
"['dayum', 'mr', 'speed', 'in', 'indo', 'translate', 'bang', 'cepat']",@hiratsukach.6282,1,2024-09-18T13:41:09Z,,0,2
"['welcome', 'to', 'indonesia', 'but', 'dont', 'use', 'too', 'much', 'material', 'fuck', 'fuck', 'is', 'not', 'good']",@rosaliazetta6124,0,2024-09-18T17:29:13Z,,0,2
"['tomorrow', 'we', 'will', 'make', 'you', 'celebrate', 'm', 'and', 'm', 'subscribers', 'in', 'one', 'day', 'haha']",@richzain8710,1,2024-09-18T20:53:52Z,,0,2
"['yooo', 'my', 'man']",@just_1181,0,2024-09-19T03:46:44Z,,0,2
"['lets', 'go']",@Labsman,0,2024-09-18T14:50:25Z,,0,2
"['sapa', 'yg', 'ckp', 'batik', 'dri', 'malaysia']",@jooee77,0,2024-09-18T15:20:21Z,dari video dia pergi ke malaysia,0,1
"['momen', 'epic']",@4ldiShorts,1,2024-09-18T15:34:27Z,,0,2
"['amigot', 'speed', 'country', 'love', 'speed', 'all']",@EffendiNikolas,0,2024-09-18T14:33:50Z,,0,2
"['speed', 'come', 'to', 'nepal', 'places', 'to', 'visit', 'in', 'nepal', 'are', 'if', 'you', 'want', 'to', 'see', 'lakes', 'and', 'mountain', 'go', 'to', 'pokhara', 'if', 'you', 'want', 'to', 'visit', 'temples', 'and', 'monastry', 'go', 'to', 'kathmandu', 'if', 'you', 'want', 'to', 'see', 'wildlife', 'go', 'to', 'chitwan', 'if', 'you', 'want', 'adventure', 'go', 'to', 'kushma', 'if', 'yoy', 'want', 'to', 'visit', 'birthplace', 'of', 'buddha', 'go', 'to', 'lumbini', 'if', 'you', 'want', 'to', 'see', 'diversity', 'go', 'to', 'karnali', 'etc']",@npanupgaming6616,1,2024-09-19T07:31:19Z,,0,2
"['jam', 'jt', 'viewers']",@VenusDwiNurAnugrah,0,2024-09-18T13:30:27Z,,0,2
"['deddy', 'gulung']",@athiraham9995,1,2024-09-19T09:17:01Z,,0,2
"['new', 'record', 'speed']",@ariffadillah2551,1,2024-09-21T00:58:27Z,,0,2
"['w', 'indonesia', 'in', 'the', 'chatt']",@gabriell___,1,2024-09-18T13:20:01Z,,0,2
"['one', 'of', 'the', 'big', 'in', 'sea', 'emang', 'gabisa', 'remehin']",@prmsta21,0,2024-09-18T18:03:57Z,,0,2
"['muka', 'speed', 'nampak', 'tk', 'seronok', 'ja']",@DazzzOPW,0,2024-09-18T14:32:02Z,dazzzopw makanya kalo nonton sampai habis dong wkwk kasian malay isinya orang iri dan suka klaim budaya orang cry malaydesh jammallamcry indinesia dazzzopw negara krisis identitas banyak bacod tau apa lu anjing jangan dengki ya malay speed menyesal ke malay gak ada untung yg nonton juga kebanyakan orang indo indonesia the best country and the biggest country in south east asia gabutgamingtk hina pun squerdijangan terasa squerdicakap sikit terasa bodoamat jing who cares youre jealous,0,0
"['tandain', 'gua', 'tembus', 'm', 'jam', 'aja', 'udah', 'jt', 'warga', 'indo', 'emang', 'bener', 'ter', 'thebest', 'wkwkw']",@Sikyndrew,0,2024-09-18T15:07:29Z,,0,2
"['you', 'can', 'set', 'a', 'record', 'in', 'indonesia']",@halal_boyy37,1,2024-09-19T07:00:36Z,,0,2
"['sedih', 'gw', 'bang']",@almira_adifa,0,2024-09-20T02:18:50Z,ada iler jir,0,1
"['come', 'on', 'bro', 'come', 'to', 'lombok', 'gili', 'trawangana', 'lot', 'of', 'people', 'like', 'you', 'here']",@ezzylol1212,0,2024-09-20T01:08:43Z,,0,2
['indonesia'],@mhmmdfajar_9781,1,2024-09-19T00:57:30Z,,0,2
"['lesgoo', 'for']",@justtest716,1,2024-09-18T14:30:10Z,,0,2
"['ajar', 'speed']",@dysonneo175,0,2024-09-18T20:12:14Z,,0,2
"['kaget', 'ronaldo', 'ikut', 'nya', 'indonesia', 'speed']",@otongduren804,3,2024-09-20T01:01:25Z,,0,2
"['nyala', 'speed']",@chepisuryadi2647,1,2024-09-19T06:26:59Z,,0,2
['wtf'],@Mecca_Arsyilla,0,2024-09-20T22:40:41Z,,0,2
"['thank', 'you', 'indonesia', 'iam', 'very', 'very', 'happy']",@Valkryiess,1,2024-09-20T05:19:33Z,,0,2
['nami'],@PendekarKebenaran777,0,2024-09-19T02:32:00Z,,0,2
"['terminator', 'dance']",@muhammadrayyis1232,0,2024-09-19T13:52:52Z,,0,2
"['malaysia', 'anjing']",@fauzanrmdhn12,0,2024-09-18T13:48:35Z,indo babi sakai,0,0
"['indonesia', 'destinasi', 'konten', 'kreator', 'inisiatif', 'dukung', 'indonesia', 'antusias']",@golutvarena3625,1,2024-09-18T16:29:35Z,,0,2
['w'],@kevinalexa20,0,2024-09-18T15:24:04Z,,0,2
"['is', 'crazy']",@ですばか-w1j,1,2024-09-18T16:33:56Z,,0,2
"['blud', 'please', 'dont', 'go', 'to', 'papua', 'there', 'is', 'a', 'conflict', 'in', 'papua']",@FahriHamizanIndra,0,2024-09-20T12:50:20Z,,0,2
"['this', 'is', 'indonesia', 'bro']",@royanfirst3855,0,2024-09-20T15:12:51Z,,0,2
"['welcome', 'to', 'indonesia']",@SalmanAlfarizzi-r5b,0,2024-09-18T13:21:10Z,,0,2
"['whats', 'up', 'speed', 'big', 'fan']",@Ron-Ae-edits,0,2024-09-18T13:29:05Z,,0,2
"['i', 'lovee', 'namii', 'chuaaaannnnn']",@ikigodel,1,2024-09-18T18:54:07Z,,0,2
"['ga', 'langsung', 'bilang', 'bapa', 'bawa', 'untung', 'blom', 'jam', 'aja', 'udah', 'tembus', 'jt', 'views']",@hnrn_08,6,2024-09-19T09:12:00Z,,0,2
"['w', 'streammmmm']",@theorgins1676,0,2024-09-18T14:42:19Z,,0,2
"['speed', 'you', 'rule']",@Kiddo-x5m,1,2024-09-18T14:05:26Z,,0,2
"['batik', 'this', 'is', 'indonesia']",@adungjaelani1653,0,2024-09-19T17:45:39Z,,0,2
"['indo', 'subcriber', 'nya', 'yh', 'udh', 'jt', 'aja']",@Rizalhartono5658,0,2024-09-19T13:41:02Z,"liatt di kanan video nya ada tuh sub nya tuhkan di awal livestream ada, ,, an subs 
jadi pas di indonesia sejauh ini sudah bertambah kurang lebih k an subs  juta ini mah nanti jam , tinggal rb lagi, gila ini prindapan lite",0,0
"['gua', 'yg', 'lihat', 'warga', 'indonesia', 'malu', 'njirr', 'heboh', 'kni', 'yg', 'sdm', 'rendah']",@rooyfadillah2124,0,2024-09-19T17:41:47Z,"lu aja yang kurang pergaulan lo baru tau speed waktu live ini, live di negara sea lain dan eropa juga sama begini sama aja di negara lain malah lebih rusuh robinybre pergaulan lu sampai mna sh bro robinybre laah bocah maren sore ternyata yg komen ngatain kurang pergaulan, lah, lu gk tau norwegia kaya gimana negara iq tinggi ajah malah lebih parah dari ini ini masih mendinganlah",0,0
"['batik', 'is', 'the', 'original', 'from', 'indonesian']",@edyaries2570,1,2024-09-19T04:52:29Z,,0,2
"['mantap', 'jawa', 'kendal']",@ocile21,1,2024-09-18T23:52:40Z,,0,2
"['anjg', 'gua', 'malu', 'co', 'liat', 'gila', 'zombie', 'wkwk']",@lapiLaip,0,2024-09-18T13:54:56Z,,0,2
"['good', 'job']",@AlGala-t3y,0,2024-09-19T06:11:18Z,,0,2
"['because', 'of', 'i', 'go', 'to', 'school', 'at', 'that', 'day', 'i', 'cant', 'got', 'to', 'fatahillah', 'museum', 'to', 'meet', 'him']",@Master_Kent,1,2024-09-26T09:47:34Z,,0,2
['speed'],@levo219,0,2024-09-19T00:49:05Z,,0,2
"['one', 'rule', 'dont', 'touch', 'nothing', 'at', 'the', 'horror', 'house']",@RFLEEZYUBZ,0,2024-09-18T16:38:01Z,,0,2
"['isun', 'heng', 'biso', 'boso', 'inggris', 'coh', 'speed', 'show', 'i', 'sepurane', 'yah']",@Joni_HW,0,2024-09-18T17:05:27Z,,0,2
"['jam', 'udah', 'jt', 'viewers', 'malaysia', 'jt', 'wkwkw']",@muhammadsulaeman0,3,2024-09-18T14:53:18Z,wkwkwk waduh bang populasi nya gak di ambil kira ya tapi mereka tidak sdm rendah bang,0,0
"['ratarata', 'orang', 'yg', 'rusuh', 'tuh', 'orang', 'fomo', 'yg', 'klo', 'lihat', 'ramai', 'nimbrung', 'gitu', 'aja', 'ga', 'gw', 'fans', 'asli', 'speed', 'yg', 'klo', 'emang', 'tau', 'speed', 'jalan', 'bebas', 'ga', 'kekang', 'kerumun', 'paham', 'ga', 'rusuh', 'orang', 'gila', 'anjir', 'rusuh', 'banget', 'posisi', 'posisi', 'orang', 'yg', 'jalan', 'ikut', 'nimbrung', 'gitu', 'aja', 'ampe', 'full', 'kek', 'zombie', 'gitu', 'ga', 'kerja', 'gila', 'lu', 'btw', 'happy', 'stream', 'video', 'break', 'the', 'record', 'gila', 'sih', 'k', 'subs', 'k', 'likes', 'm', 'views', 'filipina', 'im', 'comming', 'buddy', 'k', 'subs', 'oh', 'no', 'waiting', 'its', 'just', 'begin', 'watch', 'and', 'see', 'lets', 'gooo']",@pklgaming9547,0,2024-09-18T14:29:08Z,,0,2
"['ngikutin', 'tai', 'bangett']",@dragonofgaming3998,0,2024-09-19T12:40:57Z,namanya jg zombie aowkwkwk hhh noraknya kebangetan sumpah tapi itulah netizen barbar kita tolong maklumi saja,0,0
"['k', 'subs', 'and', 'million', 'live', 'viewership', 'wwww', 'stream', 'wwww', 'indonesia', 'love', 'from', 'philippines', 'hope', 'you', 'break', 'million', 'subs', 'in', 'indonesia', 'speed']",@Fr4nz2K,1,2024-09-18T13:20:53Z,,0,2
"['new', 'record', 'm', 'live', 'views']",@zelzel999,0,2024-09-18T13:31:57Z,,0,2
"['bro', 'hes', 'about', 'to', 'hit', 'mil', 'subs', 'in', 'one', 'day']",@glorytahj,0,2024-09-19T02:20:44Z,,0,2
"['kibar', 'bendera', 'merah', 'putih', 'maaf', 'bangsa', 'indonesia', 'kalah', 'bangsa', 'malaysia', 'sadar', 'klaim', 'malaysia', 'batik', 'rendang', 'angklungdll', 'vidio']",@AyangMeQo,3,2024-09-19T16:09:01Z,,0,2
['fire'],@nau018,1096,2024-09-18T13:55:43Z,"l indonesia  huzzoswhy are u hating man womp womp huzzos huzzosindonesia is the greatest bruh, speed said it l ur country berh huzzos shutup malaydesh huzzos bro flashed his meat to k kids live and says the hard r every stream yall make the weirdest ppl famous bro flashed his meat to k kids live and says the hard r every stream yall make the weirdest ppl famous huzzos malaydesh people spotted huzzos your country stream are boring man, admit it sup my fellow malaydesh huzzos huzzoskeep hating typerrgt malingsiabanglasia huzzosk sub so stupid fire l malaydesh huzzos dasar kang claim huzzosguys this is trash dont notice this this is my trash i eat this and become a shit huzzos huzzosfor u idioot malaydesh huzzos huzzos l swedish typerrgt l malaydesh huzzoshalah pler kau kebelah dua huzzos what do you mean bro,",0,0
"['actually', 'i', 'dont', 'know', 'who', 'ur', 'because', 'many', 'netizen', 'indonesia', 'talking', 'about', 'u', 'highlght', 'so', 'im', 'curious', 'about', 'u', 'ur', 'damn', 'so', 'famous', 'i', 'though', 'ur', 'new', 'member', 'of', 'indonesia', 'football', 'because', 'u', 'wear', 'indonesia', 'football', 'team', 'thank', 'u', 'for', 'visiting', 'our', 'country', 'indonesia', 'welcome', 'here']",@maretta26Vely,2,2024-09-20T16:38:40Z,,0,2
"['ending', 'nya', 'speed', 'kasih', 'cewek', 'bau', 'apek']",@AshabulJannnah,1,2024-09-18T15:20:56Z,,0,2
['malang'],@MrRius-oz5mz,0,2024-09-18T20:19:33Z,,0,2
['indonesia'],@andrenogroho1679,0,2024-09-19T04:13:18Z,,0,2
"['indonesia', 'is', 'crazy']",@CristianoRonaldo-ck6jo,0,2024-09-18T13:20:46Z,,0,2
"['go', 'to', 'java', 'bro']",@sandy_horeg,0,2024-09-20T13:16:59Z,,0,2
"['the', 'weakest', 'asean', 'lost', 'again', 'and', 'again', 'just', 'like', 'olympic', 'paralympic', 'sea', 'games', 'asi', 'games', 'asean', 'university', 'games', 'and', 'asean', 'school', 'gamesworld', 'cup', 'medals', 'country']",@Berkelasedukator,0,2024-09-19T08:10:14Z,"malaydesh in disguise for slander usernamenya berkelasedukator tapi komennya kayak sampah gini

pantes disebut iq , edukatornya aja ga punya etika dan adab 

ga pernah belajar agama juga nih pasti sipaling edukator 

najis bat, orang miskin nih pasti malaydesh in disguise for slander malaydesh in disguise for slander clown malaydesh in disguise for slander malaydesh in disguise for slander malaydesh in disguise for slander malaydesh in disguise for slander jangan malu maluin ajg",0,0
"['konten', 'guna', 'generasi', 'muda', 'indonesia']",@HarliBarus,0,2024-09-21T09:24:37Z,,0,2
"['indonesia', 'broke', 'youtube', 'chat']",@lomoyas592,0,2024-09-18T14:40:09Z,,0,2
"['best', 'moment', 'm', 'views', 'stream']",@Terumi6,2,2024-09-18T14:39:17Z,,0,2
['ishowmeat'],@Giselle182922,0,2024-09-19T01:06:29Z,,0,2
"['go', 'to', 'bal', 'plsss']",@RamaAriawan-m9j,0,2024-09-19T09:53:28Z,,0,2
"['w', 'speed']",@DAR8BP,0,2024-09-18T13:19:38Z,,0,2
['gacorrrrrrr'],@sxnoph,0,2024-09-18T17:56:30Z,,0,2
"['youtube', 'crash']",@RoomGaming.,5,2024-09-19T05:19:17Z,,0,2
"['bro', 'm', 'alreadyyy']",@aleen1260,1,2024-09-18T13:27:25Z,,0,2
['namiiiiiiii'],@dapoeremase,0,2024-10-13T04:35:55Z,,0,2
"['parah', 'dah', 'sampe', 'tulang', 'ayam', 'aja']",@musicindo2985,0,2024-10-14T12:26:26Z,,0,2
"['i', 'love', 'u', 'ishowspeed']",@andree-rg6uj,0,2024-09-19T12:08:43Z,,0,2
['w'],@elanugerah7768,1,2024-09-19T09:01:29Z,,0,2
"['in', 'just', 'day', 'in', 'indonesia', 'there', 'were', 'already', 'million', 'viewers', 'tomorrow', 'if', 'you', 'try', 'going', 'to', 'bal', 'it', 'will', 'definitely', 'explode']",@raihanjuniornst02,1,2024-09-18T18:24:33Z,,0,2
"['turut', 'beli', 'kfc', 'salah', 'maaf', 'tonton']",@ChannelLocal812,0,2024-09-18T16:12:03Z,,0,2
"['sheesh', 'thanks', 'speed', 'for', 'pullin', 'up', 'to', 'indo', 'so', 'quick']",@lilpal777,1,2024-09-18T15:45:17Z,,0,2
"['bro', 'what', 'indonesia', 'like', 'in', 'norway']",@OliverChrisX7,0,2024-09-19T17:47:24Z,,0,2
"['milion', 'views']",@rendyleonardorihi3688,0,2024-09-19T17:36:54Z,,0,2
"['go', 'to', 'lombok', 'bro', 'moto', 'gp', 'mandalika', 'bal', 'danau', 'toba', 'kota']",@augustinussitorus607,0,2024-09-18T16:15:04Z,,0,2
"['energine', 'gak', 'entek', 'cok']",@ardiansyah-vo1zq,0,2024-09-21T01:29:29Z,,0,2
"['masuk', 'artikel', 'kompas', 'x', 'dah', 'si', 'ishowspeed']",@vipkompas,0,2024-09-18T14:35:33Z,,0,2
"['trending', 'brohhhh']",@Aminal-Shorts,0,2024-09-19T12:42:58Z,,0,2
"['come', 'to', 'banten', 'tanjung', 'lesung', 'indonesia']",@thefamily2r432,0,2024-09-18T13:40:54Z,,0,2
"['you', 'muslim', 'or', 'no']",@marimanmis,0,2024-09-28T01:42:21Z,cringe,0,0
"['come', 'to', 'laos', 'bro']",@thefarmer5104,0,2024-09-18T13:25:41Z,,0,2
"['malu', 'jinggg', 't', 't']",@tegardp21,0,2024-09-18T14:36:03Z,malu knp njing lu doank kali,0,0
"['pdhl', 'bocilnya', 'bilang', 'ga', 'berani', 'tp', 'si', 'speed', 'dengernya', 'no', 'money']",@rm4dhn1,13,2024-09-18T17:01:38Z,"duitnya diambil lagi ama speed, njir lah bru nyadar gua anjim",0,0
"['santai', 'santai']",@montoonf9,4,2024-12-02T04:17:52Z,,0,2
"['l', 'county']",@Aimanhakim-h7t,2,2024-09-19T09:19:11Z,lu warganya  miris sama mental inlander ber sdm rendah seperti ini l malaydesh l malaydesh l prindavan of asean malaysia is the worst irl stream ever cry rohingya dissthepeople go to work bibik,0,0
"['nguping', 'ngarti', 'kagak']",@alexandria7039,0,2024-09-20T13:19:14Z,,0,2
"['povyou', 'dont', 'khnow', 'indonesia', 'ghost']",@Ytta376,3,2024-09-20T04:38:17Z,,0,2
"['so', 'many', 'fans', 'in', 'indonesia']",@FalnxstsOG,0,2024-09-18T13:43:19Z,,0,2
"['i', 'was', 'here', 'i', 'wasnt', 'here', 'i', 'wasnt', 'here', 'i', 'was', 'here']",@aHMeDaLi-ig2hb,1,2024-09-18T19:45:53Z,,0,2
"['arap', 'ma', 'cellos', 'garing', 'bat']",@demob4198,0,2024-09-18T13:21:23Z,,0,2
['luffy'],@JoCa-x5h,0,2024-09-19T04:38:36Z,,0,2
"['gg', 'arapp']",@gstrnombeone,1,2024-09-18T16:20:29Z,,0,2
"['mantap', 'indonesia']",@ATHA-d4h,0,2024-09-20T13:04:13Z,,0,2
['wtf'],@RizwanSafii,0,2024-09-18T13:45:58Z,,0,2
"['welcome', 'to', 'indonesia', 'lord', 'happy', 'holiday']",@Notifsinggah,0,2024-09-18T13:20:05Z,,0,2
"['thank', 'you', 'speed']",@LizaSiregar19,0,2024-09-18T13:20:58Z,,0,2
"['aing', 'kasep', 'pis']",@fianadithadriansyah2341,0,2024-09-18T17:09:12Z,,0,2
"['nasi', 'padang', 'is', 'the', 'best']",@Kamen_ridermaxsimumex,0,2024-09-19T10:55:40Z,,0,2
['crazy'],@lintankman6791,0,2024-09-18T13:25:06Z,,0,2
"['hey', 'bro', 'i', 'have', 'to', 'tell', 'you', 'about', 'minggir', 'lu', 'miskin', 'mean', 'its', 'get', 'away', 'you', 'poor', 'its', 'a', 'rude', 'bro']",@nurnanikn3879,0,2024-10-02T09:34:33Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@AlfredoJesseser,1,2024-09-18T14:33:43Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@RuhiAsfour,0,2024-09-18T14:19:49Z,,0,2
"['reza', 'arab', 'jdi', 'terjemah', 'jirrrr']",@azrieltv2748,0,2024-09-18T15:36:39Z,,0,2
"['good', 'speed', 'welcome', 'to', 'indonesian']",@MasteredMc100,2,2024-09-19T07:59:54Z,,0,2
"['crazyss', 'k', 'likes']",@ItsM1LE,0,2024-09-19T08:06:03Z,,0,2
"['thank', 'you', 'speed']",@Yanneverzz,1,2024-09-19T04:27:56Z,,0,2
['indonesia'],@nakikun9935,1,2024-09-19T16:44:49Z,,0,2
"['wtf', 'jt']",@jakaalisaputra1580,0,2024-09-18T14:25:52Z,,1,2
"['bjir', 'gokil', 'jam', 'udah', 'k', 'like']",@Cherry_FY,0,2024-09-18T17:11:10Z,,0,2
"['speed', 'in', 'indonesia', 'gon', 'na', 'trending', 'worldwide', 'omaga']",@zurichnorbexx7167,3,2024-09-21T15:57:14Z,,0,2
"['got', 'so', 'many', 'subs', 'from', 'indonesia', 'because', 'most', 'of', 'them', 'wasnt', 'subbed', 'while', 'other', 'countries', 'were', 'already', 'subbed', 'lol']",@pfftdammitchris,1,2024-09-18T19:02:32Z,,0,2
['gilee'],@muhammadherlizakia,1,2024-09-20T01:27:22Z,,0,2
"['i', 'am', 'indonesian', 'welcome', 'speed', 'to', 'my', 'country', 'i', 'represent', 'the', 'others', 'to', 'apologize', 'for', 'the', 'commotion', 'in', 'the', 'middle', 'of', 'the', 'live', 'streaming', 'it', 'is', 'beyond', 'our', 'control', 'because', 'perhaps', 'the', 'presence', 'of', 'speed', 'in', 'indonesia', 'is', 'highly', 'anticipated', 'by', 'speed', 'fans', 'in', 'indonesia', 'hopefully', 'the', 'next', 'day', 'will', 'remain', 'safe', 'and', 'under', 'control', 'yes', 'speed']",@tasyashela9972,0,2024-09-19T03:32:37Z,,0,2
"['million', 'live', 'viewers', 'broke', 'the', 'live', 'chat', 'times', 'subs', 'gained', 'this', 'stream', 'was', 'wild']",@roecatgaming,0,2024-09-18T13:23:12Z,,0,2
"['meow', 'meow']",@luketv9915,4,2024-09-18T14:06:55Z,whats that,0,2
"['this', 'is', 'dope', 'as', 'fuck']",@ImKiTaj,0,2024-09-18T15:27:10Z,,0,2
"['in', 'indonesia', 'it', 'showed', 'million', 'views', 'while', 'in', 'malaysia', 'only', 'million', 'views']",@AzisLoss,1,2024-09-19T08:02:03Z,,0,2
['prank'],@SEEDHUNTER1,0,2024-09-18T13:39:12Z,becoming meme soon,0,2
"['thank', 'you', 'speed']",@hareip5942,0,2024-09-18T13:43:37Z,,0,2
"['indonesia', 'already', 'followed', 'you', 'before', 'speed', 'thats', 'why', 'you', 'got', 'only', 'k', 'subs']",@msxx-ye8be,0,2024-09-18T16:05:07Z,,0,2
"['i', 'like', 'how', 'that', 'one', 'guy', 'became', 'a', 'security', 'guard']",@tobiasnielsen24,0,2024-09-18T14:59:21Z,,0,2
"['indonesia', 'the', 'best']",@user-jz5lu3ki3m6kjklghc,0,2024-09-23T15:24:28Z,,0,2
"['nan', 'sleep', 'one', 'night', 'is', 'okay']",@hyleang3624,0,2024-09-18T19:45:06Z,,0,2
"['goodddd', 'indonesian']",@DHERRENMODEMJ,0,2024-09-18T13:19:57Z,,0,2
"['broooooooo', 'u', 'came', 'here']",@teojine,1,2024-09-18T14:33:43Z,,0,2
"['ishowspeed', 'can', 'you', 'go', 'to', 'jakarta']",@aaa-gn8vw,0,2024-09-18T13:37:19Z,,0,2
"['bro', 'the', 'part', 'when', 'he', 'visited', 'the', 'haunted', 'houseits', 'not', 'him', 'whi', 'scared', 'its', 'the', 'ghosts']",@Thedefender123,0,2024-10-07T12:24:43Z,,0,2
"['bal', 'bro', 'is', 'beautiful', 'in', 'indonesian']",@Jokergaming-hi9ck,0,2024-09-19T01:57:29Z,,0,2
"['depo', 'bonus', 'sikat']",@PhamLeTrinh,0,2024-09-18T14:12:07Z,,0,2
['idungnys'],@CELZ_YT,9,2024-09-19T04:46:38Z,bangke bengek langsung bjiir,0,0
"['i', 'love', 'ronaldoo']",@farelakbar6886,0,2024-09-18T13:23:12Z,,0,2
"['m', 'viwers']",@RSP664,4,2024-09-21T08:10:15Z,,0,2
"['w', 'speed']",@rizqiiyyaa,0,2024-09-18T13:19:46Z,,0,2
"['wkwkw', 'betul', 'bang', 'meydi', 'tat', 'tat']",@F.j08,0,2024-09-18T15:43:20Z,,0,2
"['coba', 'speed', 'ngomong', 'anjay']",@remajaunik9568,0,2024-09-20T13:50:22Z,,0,2
